k,Removed_Nodes,Intransitivity,Transitivity,Total,Intransitivity_Percentage,Nodes_Remaining,Edges_Remaining
2,"{Brighton, Leicester}",64.517878,50.353310,81.841386,78.832827,18,153
2,"{Everton, Leeds}",61.589451,48.027844,78.102076,78.857636,18,153
2,"{Burnley, Everton}",61.099539,47.630898,77.471647,78.866968,18,153
2,"{Burnley, West Ham}",58.515344,45.604082,74.187451,78.874990,18,153
2,"{Burnley, Newcastle}",59.637010,46.400111,75.561520,78.925106,18,153
2,"{Arsenal, Fulham}",61.135865,47.483186,77.409605,78.977105,18,153
2,"{Brighton, Fulham}",63.620028,49.405418,80.550626,78.981420,18,153
2,"{Arsenal, Crystal Palace}",60.656571,47.104064,76.798518,78.981434,18,153
2,"{Arsenal, Aston Villa}",61.690342,47.878117,78.089772,78.999261,18,153
2,"{Liverpool, West Ham}",60.723482,47.038208,76.811029,79.055680,18,153
2,"{Brighton, Crystal Palace}",63.234037,48.964754,79.975563,79.066699,18,153
2,"{Arsenal, Man United}",60.208654,46.594083,76.132060,79.084493,18,153
2,"{Arsenal, Burnley}",58.684729,45.385906,74.187451,79.103310,18,153
2,"{Fulham, Newcastle}",61.924861,47.594599,78.102076,79.287087,18,153
2,"{Everton, West Brom}",63.391569,48.721207,79.951529,79.287500,18,153
2,"{Man United, Wolves}",60.896415,46.752491,76.773490,79.319587,18,153
2,"{Newcastle, West Ham}",59.420610,45.572059,74.884054,79.350152,18,153
2,"{Everton, Man United}",62.973441,48.254684,79.335798,79.375821,18,153
2,"{Chelsea, Everton}",62.995975,48.265097,79.360018,79.379991,18,153
2,"{Arsenal, Chelsea}",60.992990,46.688215,76.811029,79.406552,18,153
2,"{Everton, Leicester}",64.515925,49.372358,81.239979,79.414009,18,153
2,"{Leeds, Liverpool}",61.566736,47.045880,77.484049,79.457304,18,153
2,"{Aston Villa, West Ham}",61.559893,47.013975,77.459242,79.473915,18,153
2,"{Leicester, Wolves}",62.104959,47.379638,78.114378,79.505157,18,153
2,"{Aston Villa, Leeds}",62.145861,47.325976,78.114378,79.557519,18,153
2,"{Aston Villa, Liverpool}",63.638585,48.457640,79.987577,79.560587,18,153
2,"{Crystal Palace, Everton}",63.641862,48.433501,79.975563,79.576636,18,153
2,"{Leeds, West Ham}",59.572441,45.331028,74.858385,79.580184,18,153
2,"{Newcastle, West Brom}",61.163859,46.505486,76.836045,79.603081,18,153
