cycle_nodes,cycle_edges,vorticity
"Wolves,Luton,Nott'm Forest,Wolves","(Wolves,Luton);(Luton,Nott'm Forest);(Nott'm Forest,Wolves)",-1.386294361119891
"Everton,Luton,Bournemouth,Everton","(Everton,Luton);(Luton,Bournemouth);(Bournemouth,Everton)",1.386294361119891
"Brentford,Luton,Aston Villa,Brentford","(Brentford,Luton);(Luton,Aston Villa);(Aston Villa,Brentford)",-1.3862943611198908
"Nott'm Forest,Luton,Crystal Palace,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Crystal Palace);(Crystal Palace,Nott'm Forest)",-1.3862943611198908
"Wolves,Luton,West Ham,Wolves","(Wolves,Luton);(Luton,West Ham);(West Ham,Wolves)",-1.3862943611198908
"Sheffield United,Luton,Brighton,Sheffield United","(Sheffield United,Luton);(Luton,Brighton);(Brighton,Sheffield United)",-1.3862943611198908
"Chelsea,Luton,Brentford,Chelsea","(Chelsea,Luton);(Luton,Brentford);(Brentford,Chelsea)",-1.3862943611198908
"Nott'm Forest,Luton,Newcastle,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Newcastle);(Newcastle,Nott'm Forest)",-1.3862943611198908
"Sheffield United,Luton,Bournemouth,Sheffield United","(Sheffield United,Luton);(Luton,Bournemouth);(Bournemouth,Sheffield United)",-1.3862943611198908
"Burnley,Luton,Brighton,Burnley","(Burnley,Luton);(Luton,Brighton);(Brighton,Burnley)",-1.3862943611198908
"Newcastle,Luton,Everton,Newcastle","(Newcastle,Luton);(Luton,Everton);(Everton,Newcastle)",-1.3862943611198908
"Wolves,Luton,Bournemouth,Wolves","(Wolves,Luton);(Luton,Bournemouth);(Bournemouth,Wolves)",-1.3862943611198908
"Man United,Luton,Everton,Man United","(Man United,Luton);(Luton,Everton);(Everton,Man United)",-1.3862943611198908
"Burnley,Luton,Aston Villa,Burnley","(Burnley,Luton);(Luton,Aston Villa);(Aston Villa,Burnley)",-1.3862943611198908
